task_id,department,asset_id,asset_type,corridor_id,location_km,defect_or_task,severity,criticality_1_5,safety_risk_1_5,operational_impact_1_5,overdue_days,estimated_duration_min,required_team_size,possession_required,maintenance_type,status,urgency_score,risk_score,asset_downtime_risk,maintenance_priority_score
TSK-10956,Signal & Telecom,AST-10956,Axle Counter,COR-032,345.3,Multi-aspect LED signal bulb replacement & relay test,Minor,5,4,5,44,240,11,Yes,Corrective,Scheduled,65.9,69.7,High,67.8
TSK-10957,Electrical,AST-10957,Level Crossing Gate,COR-005,214.5,Axle counter digital sensor reset test,Major,2,3,2,21,360,3,Yes,Emergency,Scheduled,76.0,91.0,Medium,83.5
TSK-10958,Operating,AST-10958,Point & Crossing,COR-073,62.7,OHE cantilever insulator cleaning & height adjustment,Moderate,4,5,4,5,60,10,Yes,Breakdown,Scheduled,50.9,29.5,High,40.2
TSK-10959,Signal & Telecom,AST-10959,Axle Counter,COR-068,324.5,Multi-aspect LED signal bulb replacement & relay test,Critical,3,2,1,12,60,10,No,Preventive,Pending,31.4,58.3,Low,44.8
TSK-10960,Operating,AST-10960,Point & Crossing,COR-029,214.3,Bridge expansion joint inspection & bolt tightening,Critical,3,1,2,32,60,9,No,Preventive,Scheduled,66.4,82.6,Low,74.5
TSK-10961,Engineering,AST-10961,Interlocking Switch,COR-009,320.4,Bridge expansion joint inspection & bolt tightening,Moderate,3,1,3,23,120,6,No,Corrective,In Progress,63.4,29.2,High,46.3
TSK-10962,Electrical,AST-10962,Track Circuit,COR-053,18.1,Multi-aspect LED signal bulb replacement & relay test,Critical,3,1,5,19,180,3,No,Emergency,In Progress,71.0,49.7,Medium,60.4
TSK-10963,Signal & Telecom,AST-10963,Signal - Multi Aspect,COR-099,102.7,Axle counter digital sensor reset test,Minor,4,2,1,28,60,10,Yes,Emergency,Pending,23.1,20.2,Medium,21.6
TSK-10964,Engineering,AST-10964,Interlocking Switch,COR-014,229.6,Axle counter digital sensor reset test,Minor,5,3,1,45,180,9,Yes,Breakdown,Completed,55.2,69.6,High,62.4
TSK-10965,Operating,AST-10965,Level Crossing Gate,COR-031,67.4,"Track tamping, ballast packing & alignment check",Critical,2,2,5,8,360,7,No,Preventive,In Progress,77.1,41.2,Medium,59.1
TSK-10966,Engineering,AST-10966,Level Crossing Gate,COR-031,21.2,"Track tamping, ballast packing & alignment check",Critical,5,5,1,12,120,7,Yes,Emergency,Pending,74.0,78.0,Low,76.0
TSK-10967,Operating,AST-10967,Signal - Multi Aspect,COR-046,54.0,Multi-aspect LED signal bulb replacement & relay test,Moderate,5,3,2,26,240,6,No,Emergency,In Progress,44.0,32.6,Low,38.3
TSK-10968,Operating,AST-10968,Signal - Multi Aspect,COR-084,279.5,Multi-aspect LED signal bulb replacement & relay test,Major,1,2,4,25,60,5,Yes,Breakdown,Pending,54.5,91.8,Medium,73.2
TSK-10969,Signal & Telecom,AST-10969,Signal - Multi Aspect,COR-072,156.5,Multi-aspect LED signal bulb replacement & relay test,Critical,2,1,3,19,120,6,Yes,Corrective,Pending,65.3,64.3,High,64.8
TSK-10970,Electrical,AST-10970,Track Circuit,COR-027,372.1,Point machine lubrication & locking calibration,Minor,4,5,1,8,360,6,Yes,Corrective,In Progress,65.5,25.3,Low,45.4
TSK-10971,Electrical,AST-10971,Interlocking Switch,COR-085,228.4,Level crossing gate motor overhaul & interlock test,Minor,2,1,2,6,240,7,No,Corrective,In Progress,34.7,21.4,High,28.1
TSK-10972,Signal & Telecom,AST-10972,Signal - Multi Aspect,COR-017,25.1,Bridge expansion joint inspection & bolt tightening,Major,1,4,1,18,120,10,No,Emergency,In Progress,62.9,38.5,Low,50.7
TSK-10973,Operating,AST-10973,Point & Crossing,COR-069,17.7,Rail flaw ultrasonics check required,Major,3,2,2,35,360,12,Yes,Corrective,Pending,20.5,55.9,Medium,38.2
TSK-10974,Operating,AST-10974,Level Crossing Gate,COR-094,396.2,Bridge expansion joint inspection & bolt tightening,Minor,2,1,2,8,360,10,Yes,Breakdown,Completed,45.9,18.2,Medium,32.0
TSK-10975,Operating,AST-10975,Bridge Span,COR-066,137.3,"Track tamping, ballast packing & alignment check",Moderate,3,4,1,44,240,5,No,Breakdown,Scheduled,78.8,33.2,High,56.0
TSK-10976,Engineering,AST-10976,OHE Catenary,COR-032,50.1,Multi-aspect LED signal bulb replacement & relay test,Critical,3,5,1,19,60,4,Yes,Preventive,Scheduled,81.6,43.1,Low,62.3
TSK-10977,Engineering,AST-10977,Level Crossing Gate,COR-052,177.9,"Track tamping, ballast packing & alignment check",Critical,1,2,5,40,360,4,No,Breakdown,Pending,88.7,77.7,Medium,83.2
TSK-10978,Electrical,AST-10978,Signal - Multi Aspect,COR-068,152.6,Bridge expansion joint inspection & bolt tightening,Minor,1,4,4,39,120,4,Yes,Emergency,In Progress,24.7,82.8,High,53.8
TSK-10979,Operating,AST-10979,Level Crossing Gate,COR-059,142.0,Level crossing gate motor overhaul & interlock test,Critical,2,4,2,0,120,8,No,Breakdown,Pending,95.0,23.1,High,59.0
TSK-10980,Engineering,AST-10980,Level Crossing Gate,COR-042,417.3,Bridge expansion joint inspection & bolt tightening,Moderate,1,2,2,17,180,4,No,Breakdown,Pending,58.5,19.1,Low,38.8
TSK-10981,Signal & Telecom,AST-10981,Signal - Multi Aspect,COR-055,334.5,Axle counter digital sensor reset test,Major,4,3,3,7,60,9,Yes,Breakdown,In Progress,42.5,21.4,High,31.9
TSK-10982,Electrical,AST-10982,Level Crossing Gate,COR-016,393.6,Axle counter digital sensor reset test,Major,5,1,5,42,360,4,No,Preventive,In Progress,55.6,33.5,High,44.5
TSK-10983,Engineering,AST-10983,Bridge Span,COR-083,25.3,Rail flaw ultrasonics check required,Major,4,5,5,21,180,12,Yes,Breakdown,Pending,23.4,46.2,Medium,34.8
TSK-10984,Operating,AST-10984,Level Crossing Gate,COR-006,303.3,"Track tamping, ballast packing & alignment check",Moderate,4,3,5,41,180,12,No,Preventive,Scheduled,92.0,60.8,Medium,76.4
TSK-10985,Signal & Telecom,AST-10985,Level Crossing Gate,COR-075,148.9,Point machine lubrication & locking calibration,Minor,3,2,1,34,60,10,Yes,Breakdown,Completed,49.9,72.5,Low,61.2
TSK-10986,Engineering,AST-10986,Signal - Multi Aspect,COR-057,417.5,Point machine lubrication & locking calibration,Moderate,3,4,5,31,240,3,Yes,Emergency,Completed,90.6,49.9,Low,70.2
TSK-10987,Electrical,AST-10987,Track Circuit,COR-023,387.7,Level crossing gate motor overhaul & interlock test,Minor,1,5,4,20,60,9,Yes,Preventive,In Progress,30.0,15.3,High,22.6
TSK-10988,Electrical,AST-10988,Track Circuit,COR-009,416.6,Point machine lubrication & locking calibration,Minor,1,2,2,43,360,6,Yes,Emergency,Scheduled,42.1,66.1,High,54.1
TSK-10989,Operating,AST-10989,OHE Catenary,COR-045,366.0,Multi-aspect LED signal bulb replacement & relay test,Minor,3,4,2,11,120,3,No,Breakdown,Pending,76.3,24.1,Low,50.2
TSK-10990,Electrical,AST-10990,Level Crossing Gate,COR-089,145.7,OHE cantilever insulator cleaning & height adjustment,Moderate,2,2,5,29,60,10,No,Preventive,Pending,20.9,43.1,Medium,32.0
TSK-10991,Operating,AST-10991,OHE Catenary,COR-072,293.7,Bridge expansion joint inspection & bolt tightening,Major,2,5,1,41,240,10,No,Preventive,Scheduled,24.2,80.7,High,52.5
TSK-10992,Operating,AST-10992,OHE Catenary,COR-047,341.0,Bridge expansion joint inspection & bolt tightening,Critical,4,2,3,5,60,4,Yes,Preventive,In Progress,27.7,94.3,Low,61.0
TSK-10993,Electrical,AST-10993,OHE Catenary,COR-054,370.6,Level crossing gate motor overhaul & interlock test,Minor,3,1,2,42,180,6,No,Preventive,Scheduled,95.8,89.0,Medium,92.4
TSK-10994,Signal & Telecom,AST-10994,Bridge Span,COR-087,34.3,Axle counter digital sensor reset test,Minor,5,3,2,1,60,9,No,Preventive,Completed,61.5,87.8,Low,74.7
TSK-10995,Operating,AST-10995,Track Circuit,COR-035,98.3,Rail flaw ultrasonics check required,Minor,2,5,4,36,60,9,Yes,Breakdown,Pending,42.9,34.1,Low,38.5
TSK-10996,Engineering,AST-10996,Track Circuit,COR-033,290.6,"Track tamping, ballast packing & alignment check",Minor,2,5,4,37,240,4,Yes,Preventive,Scheduled,76.1,17.7,High,46.9
TSK-10997,Operating,AST-10997,Axle Counter,COR-026,353.1,Point machine lubrication & locking calibration,Major,4,5,5,9,180,12,Yes,Emergency,In Progress,91.6,71.3,Low,81.4
TSK-10998,Signal & Telecom,AST-10998,Point & Crossing,COR-054,103.5,Point machine lubrication & locking calibration,Major,5,3,2,33,360,4,Yes,Breakdown,Scheduled,34.4,22.6,High,28.5
TSK-10999,Signal & Telecom,AST-10999,Bridge Span,COR-080,59.8,Rail flaw ultrasonics check required,Critical,1,1,5,17,180,10,Yes,Preventive,Completed,60.0,69.7,Medium,64.8
TSK-11000,Operating,AST-11000,Level Crossing Gate,COR-098,129.6,"Track tamping, ballast packing & alignment check",Minor,3,2,5,38,60,7,Yes,Preventive,In Progress,29.3,33.9,Medium,31.6
TSK-11001,Operating,AST-11001,Point & Crossing,COR-007,44.4,Rail flaw ultrasonics check required,Minor,3,3,5,13,360,12,No,Breakdown,Scheduled,62.2,71.6,Medium,66.9
TSK-11002,Operating,AST-11002,OHE Catenary,COR-029,267.4,Bridge expansion joint inspection & bolt tightening,Major,5,5,4,14,120,11,Yes,Corrective,Scheduled,97.4,63.5,High,80.5
TSK-11003,Operating,AST-11003,Signal - Multi Aspect,COR-001,217.8,Bridge expansion joint inspection & bolt tightening,Critical,2,3,3,13,240,10,No,Preventive,In Progress,46.4,30.9,Low,38.6
TSK-11004,Electrical,AST-11004,Interlocking Switch,COR-098,412.4,Rail flaw ultrasonics check required,Critical,5,2,2,7,240,11,Yes,Breakdown,Scheduled,42.0,44.6,Medium,43.3
TSK-11005,Signal & Telecom,AST-11005,Point & Crossing,COR-008,252.6,Rail flaw ultrasonics check required,Major,2,1,1,34,240,6,Yes,Breakdown,Pending,36.6,76.1,Low,56.3
TSK-11006,Operating,AST-11006,Point & Crossing,COR-085,254.3,OHE cantilever insulator cleaning & height adjustment,Critical,3,1,2,41,60,3,Yes,Breakdown,Pending,95.2,40.5,Medium,67.8
TSK-11007,Electrical,AST-11007,Axle Counter,COR-094,18.9,Point machine lubrication & locking calibration,Minor,3,2,3,8,240,7,Yes,Preventive,In Progress,55.8,25.5,Low,40.6
TSK-11008,Signal & Telecom,AST-11008,OHE Catenary,COR-045,162.1,"Track tamping, ballast packing & alignment check",Moderate,5,3,1,2,180,7,No,Breakdown,In Progress,38.1,52.0,Low,45.0
TSK-11009,Operating,AST-11009,Point & Crossing,COR-056,170.8,Bridge expansion joint inspection & bolt tightening,Moderate,3,5,4,5,60,7,Yes,Corrective,Completed,62.9,83.4,Medium,73.2
TSK-11010,Signal & Telecom,AST-11010,Bridge Span,COR-063,13.8,Rail flaw ultrasonics check required,Major,4,5,4,31,240,3,No,Breakdown,Completed,50.6,78.4,Low,64.5
TSK-11011,Operating,AST-11011,Interlocking Switch,COR-070,156.2,Level crossing gate motor overhaul & interlock test,Major,1,5,3,1,360,5,Yes,Emergency,Scheduled,33.1,67.8,High,50.5
TSK-11012,Engineering,AST-11012,Bridge Span,COR-057,226.0,Level crossing gate motor overhaul & interlock test,Minor,2,3,4,1,120,10,No,Preventive,Pending,57.2,59.1,Low,58.2
TSK-11013,Operating,AST-11013,Level Crossing Gate,COR-008,405.4,OHE cantilever insulator cleaning & height adjustment,Moderate,4,3,1,17,360,11,Yes,Corrective,Completed,31.3,49.9,High,40.6
TSK-11014,Signal & Telecom,AST-11014,OHE Catenary,COR-066,49.5,Multi-aspect LED signal bulb replacement & relay test,Minor,4,4,3,14,120,7,No,Preventive,Scheduled,24.6,70.2,Low,47.4
TSK-11015,Operating,AST-11015,Point & Crossing,COR-055,312.2,Rail flaw ultrasonics check required,Moderate,1,4,4,9,120,7,No,Emergency,Completed,38.6,35.9,High,37.2
TSK-11016,Electrical,AST-11016,Signal - Multi Aspect,COR-097,188.2,Point machine lubrication & locking calibration,Critical,2,2,4,16,120,6,Yes,Breakdown,Scheduled,79.1,69.1,Low,74.1
TSK-11017,Operating,AST-11017,Signal - Multi Aspect,COR-009,119.5,Level crossing gate motor overhaul & interlock test,Minor,2,1,5,5,360,12,Yes,Corrective,Scheduled,77.8,65.3,High,71.5
TSK-11018,Electrical,AST-11018,OHE Catenary,COR-045,87.0,Multi-aspect LED signal bulb replacement & relay test,Minor,2,1,5,33,360,10,Yes,Preventive,Completed,49.4,73.1,Low,61.2
TSK-11019,Engineering,AST-11019,Axle Counter,COR-035,353.6,OHE cantilever insulator cleaning & height adjustment,Critical,1,4,1,42,240,7,Yes,Corrective,Completed,95.1,87.5,High,91.3
TSK-11020,Electrical,AST-11020,Bridge Span,COR-055,306.9,"Track tamping, ballast packing & alignment check",Critical,1,5,4,2,240,7,No,Preventive,Pending,83.3,69.8,Low,76.5
TSK-11021,Signal & Telecom,AST-11021,Level Crossing Gate,COR-092,27.2,Bridge expansion joint inspection & bolt tightening,Critical,2,2,5,13,240,7,Yes,Breakdown,Scheduled,94.5,26.2,High,60.4
TSK-11022,Operating,AST-11022,Interlocking Switch,COR-004,265.4,Multi-aspect LED signal bulb replacement & relay test,Minor,1,4,1,31,360,6,Yes,Corrective,In Progress,45.0,42.5,Medium,43.8
TSK-11023,Signal & Telecom,AST-11023,Interlocking Switch,COR-094,297.2,Bridge expansion joint inspection & bolt tightening,Critical,5,1,4,4,360,4,No,Corrective,In Progress,44.5,53.7,High,49.1
TSK-11024,Signal & Telecom,AST-11024,Signal - Multi Aspect,COR-049,17.9,Rail flaw ultrasonics check required,Major,4,4,5,21,360,11,Yes,Breakdown,Completed,57.5,59.1,Low,58.3
TSK-11025,Electrical,AST-11025,Signal - Multi Aspect,COR-025,273.0,"Track tamping, ballast packing & alignment check",Minor,2,2,3,12,360,8,Yes,Breakdown,In Progress,24.3,72.0,High,48.1
TSK-11026,Electrical,AST-11026,OHE Catenary,COR-032,64.4,"Track tamping, ballast packing & alignment check",Major,3,4,1,44,240,7,No,Emergency,Pending,35.0,64.0,Low,49.5
TSK-11027,Operating,AST-11027,Level Crossing Gate,COR-035,94.1,"Track tamping, ballast packing & alignment check",Critical,1,3,5,32,120,7,Yes,Breakdown,Completed,96.9,38.0,High,67.5
TSK-11028,Electrical,AST-11028,Axle Counter,COR-082,274.1,Bridge expansion joint inspection & bolt tightening,Critical,5,1,5,41,180,4,Yes,Corrective,Scheduled,81.6,72.0,Medium,76.8
TSK-11029,Operating,AST-11029,Interlocking Switch,COR-043,375.9,Rail flaw ultrasonics check required,Critical,4,5,5,41,360,12,Yes,Breakdown,Scheduled,40.1,73.9,Medium,57.0
TSK-11030,Electrical,AST-11030,OHE Catenary,COR-094,313.3,Bridge expansion joint inspection & bolt tightening,Critical,5,1,1,8,240,8,No,Preventive,In Progress,44.3,64.5,Medium,54.4
TSK-11031,Operating,AST-11031,Bridge Span,COR-087,337.9,Level crossing gate motor overhaul & interlock test,Moderate,2,2,1,40,360,8,Yes,Corrective,Pending,67.4,69.6,Medium,68.5
TSK-11032,Operating,AST-11032,Bridge Span,COR-010,129.9,Bridge expansion joint inspection & bolt tightening,Moderate,5,2,3,26,240,12,Yes,Preventive,Scheduled,63.1,22.5,Medium,42.8
TSK-11033,Electrical,AST-11033,Interlocking Switch,COR-032,61.3,Point machine lubrication & locking calibration,Critical,5,5,2,43,180,10,No,Corrective,In Progress,46.9,41.0,Low,44.0
TSK-11034,Electrical,AST-11034,Level Crossing Gate,COR-065,379.2,OHE cantilever insulator cleaning & height adjustment,Critical,5,3,2,13,60,6,Yes,Preventive,Scheduled,51.2,84.3,Medium,67.8
TSK-11035,Engineering,AST-11035,OHE Catenary,COR-019,300.1,Bridge expansion joint inspection & bolt tightening,Major,2,4,3,37,360,11,Yes,Preventive,In Progress,65.0,52.4,High,58.7
TSK-11036,Electrical,AST-11036,Signal - Multi Aspect,COR-030,245.8,Axle counter digital sensor reset test,Major,3,2,5,20,120,8,No,Breakdown,In Progress,70.8,59.8,High,65.3
TSK-11037,Operating,AST-11037,Axle Counter,COR-092,330.9,"Track tamping, ballast packing & alignment check",Critical,5,4,3,25,180,5,No,Emergency,Completed,43.0,29.8,Medium,36.4
TSK-11038,Electrical,AST-11038,OHE Catenary,COR-003,123.6,Bridge expansion joint inspection & bolt tightening,Major,1,5,1,30,120,8,No,Emergency,Completed,41.4,86.9,Low,64.2
TSK-11039,Engineering,AST-11039,Point & Crossing,COR-054,283.3,OHE cantilever insulator cleaning & height adjustment,Major,2,5,2,19,120,11,No,Preventive,Pending,37.0,46.5,High,41.8
TSK-11040,Engineering,AST-11040,Bridge Span,COR-009,270.6,Level crossing gate motor overhaul & interlock test,Minor,4,3,4,43,240,7,No,Corrective,In Progress,54.3,60.3,High,57.3
TSK-11041,Engineering,AST-11041,Interlocking Switch,COR-042,302.7,OHE cantilever insulator cleaning & height adjustment,Critical,3,3,4,30,180,7,Yes,Corrective,Pending,92.9,76.4,High,84.7
TSK-11042,Electrical,AST-11042,Interlocking Switch,COR-052,248.6,Level crossing gate motor overhaul & interlock test,Major,1,1,1,41,120,8,Yes,Preventive,In Progress,28.5,40.0,Medium,34.2
TSK-11043,Electrical,AST-11043,OHE Catenary,COR-085,285.9,Point machine lubrication & locking calibration,Minor,3,3,3,25,120,10,Yes,Emergency,In Progress,43.0,18.5,Low,30.8
TSK-11044,Operating,AST-11044,Bridge Span,COR-063,9.5,Rail flaw ultrasonics check required,Minor,5,5,3,41,360,5,No,Breakdown,In Progress,91.4,32.7,Medium,62.1
TSK-11045,Engineering,AST-11045,Bridge Span,COR-046,298.1,Rail flaw ultrasonics check required,Critical,4,3,5,42,360,4,Yes,Corrective,Scheduled,53.2,68.3,High,60.8
TSK-11046,Electrical,AST-11046,Signal - Multi Aspect,COR-021,296.8,Axle counter digital sensor reset test,Moderate,1,2,5,26,120,12,No,Preventive,In Progress,71.7,92.2,Medium,82.0
TSK-11047,Electrical,AST-11047,Level Crossing Gate,COR-044,24.8,Point machine lubrication & locking calibration,Major,2,3,5,23,240,3,No,Corrective,Scheduled,43.9,87.5,Medium,65.7
TSK-11048,Signal & Telecom,AST-11048,Point & Crossing,COR-028,340.7,Axle counter digital sensor reset test,Minor,4,3,3,33,180,12,Yes,Breakdown,Completed,59.0,93.8,Medium,76.4
TSK-11049,Engineering,AST-11049,Level Crossing Gate,COR-035,131.3,Bridge expansion joint inspection & bolt tightening,Moderate,2,1,1,6,360,3,Yes,Breakdown,Completed,82.9,31.6,Low,57.2
TSK-11050,Operating,AST-11050,Level Crossing Gate,COR-035,398.1,"Track tamping, ballast packing & alignment check",Critical,1,4,5,23,180,8,No,Preventive,Scheduled,83.9,82.6,High,83.2
TSK-11051,Electrical,AST-11051,Track Circuit,COR-083,267.4,Axle counter digital sensor reset test,Moderate,5,5,1,45,360,5,No,Preventive,Completed,66.4,94.0,Medium,80.2
TSK-11052,Signal & Telecom,AST-11052,Track Circuit,COR-005,4.1,Point machine lubrication & locking calibration,Critical,5,4,5,40,120,12,Yes,Emergency,In Progress,84.2,28.0,Medium,56.1
TSK-11053,Engineering,AST-11053,Signal - Multi Aspect,COR-020,201.1,Bridge expansion joint inspection & bolt tightening,Moderate,1,1,5,43,180,5,Yes,Breakdown,Completed,35.7,36.1,Low,35.9
TSK-11054,Engineering,AST-11054,Axle Counter,COR-037,140.0,Point machine lubrication & locking calibration,Moderate,1,2,4,28,120,3,Yes,Emergency,Pending,23.1,28.8,High,26.0
TSK-11055,Engineering,AST-11055,Interlocking Switch,COR-020,195.8,Bridge expansion joint inspection & bolt tightening,Minor,1,5,3,12,240,12,Yes,Breakdown,Pending,77.0,30.0,High,53.5
TSK-11056,Signal & Telecom,AST-11056,Point & Crossing,COR-009,293.8,Bridge expansion joint inspection & bolt tightening,Critical,2,5,4,43,360,7,Yes,Corrective,In Progress,23.6,50.6,High,37.1
TSK-11057,Operating,AST-11057,OHE Catenary,COR-073,62.0,Point machine lubrication & locking calibration,Minor,2,5,3,26,120,12,Yes,Preventive,Pending,71.7,18.9,Low,45.3
TSK-11058,Signal & Telecom,AST-11058,Axle Counter,COR-010,220.3,Axle counter digital sensor reset test,Major,2,1,4,33,360,11,Yes,Breakdown,Completed,85.8,21.2,Low,53.5
TSK-11059,Signal & Telecom,AST-11059,Track Circuit,COR-013,419.9,Point machine lubrication & locking calibration,Critical,3,1,2,22,240,8,Yes,Preventive,In Progress,23.6,46.2,Medium,34.9
TSK-11060,Engineering,AST-11060,OHE Catenary,COR-002,278.0,Point machine lubrication & locking calibration,Minor,5,2,3,7,120,8,Yes,Breakdown,Scheduled,86.0,19.9,Medium,53.0
TSK-11061,Engineering,AST-11061,Point & Crossing,COR-003,208.6,Axle counter digital sensor reset test,Minor,1,2,5,10,360,11,Yes,Emergency,In Progress,71.2,93.1,Medium,82.2
TSK-11062,Signal & Telecom,AST-11062,OHE Catenary,COR-031,124.2,Multi-aspect LED signal bulb replacement & relay test,Critical,5,5,4,25,360,6,Yes,Corrective,Pending,91.5,45.3,High,68.4
TSK-11063,Engineering,AST-11063,Track Circuit,COR-043,189.3,Bridge expansion joint inspection & bolt tightening,Major,4,5,4,3,180,3,No,Emergency,Scheduled,39.9,75.5,Low,57.7
TSK-11064,Engineering,AST-11064,Axle Counter,COR-100,178.2,Multi-aspect LED signal bulb replacement & relay test,Major,2,2,5,21,60,3,No,Preventive,Completed,31.8,87.9,High,59.9
TSK-11065,Operating,AST-11065,Bridge Span,COR-090,93.7,Multi-aspect LED signal bulb replacement & relay test,Minor,4,5,1,10,60,7,No,Breakdown,In Progress,53.9,25.1,High,39.5
TSK-11066,Operating,AST-11066,Signal - Multi Aspect,COR-033,237.1,Rail flaw ultrasonics check required,Minor,1,4,2,10,120,12,Yes,Corrective,Pending,38.6,47.9,High,43.2
TSK-11067,Engineering,AST-11067,Track Circuit,COR-072,202.7,Level crossing gate motor overhaul & interlock test,Major,5,4,2,10,240,9,Yes,Preventive,In Progress,85.9,67.0,Medium,76.5
TSK-11068,Signal & Telecom,AST-11068,Signal - Multi Aspect,COR-013,332.2,Rail flaw ultrasonics check required,Critical,4,3,1,34,240,3,Yes,Preventive,In Progress,90.9,32.0,Medium,61.5
TSK-11069,Engineering,AST-11069,Signal - Multi Aspect,COR-075,157.1,"Track tamping, ballast packing & alignment check",Major,3,3,2,18,60,7,No,Emergency,Pending,29.0,84.3,Medium,56.6
